3.075232872596154152e+02 2.440000000000001990e+01
3.382756159855769624e+02 2.660000000000002274e+01
3.690279447115384528e+02 2.860000000000002274e+01
3.997802734375000000e+02 3.050000000000002487e+01
4.305326021634615472e+02 3.240000000000002700e+01
4.612849308894230944e+02 3.420000000000003126e+01
4.920372596153846416e+02 3.580000000000003268e+01
5.227895883413461888e+02 3.750000000000003553e+01
5.535419170673077360e+02 3.910000000000003695e+01
5.842942457932692832e+02 4.060000000000003695e+01
6.150465745192308304e+02 4.200000000000003553e+01
6.457989032451923777e+02 4.330000000000003979e+01
6.765512319711539249e+02 4.420000000000003837e+01
7.073035606971154721e+02 4.290000000000003411e+01
7.380558894230769056e+02 3.980000000000003268e+01
7.688082181490384528e+02 4.040000000000003411e+01
7.995605468750000000e+02 4.140000000000003411e+01
8.303128756009615472e+02 4.250000000000003553e+01
8.610652043269230944e+02 4.350000000000003553e+01
8.918175330528846416e+02 4.450000000000003553e+01
9.225698617788461888e+02 4.520000000000003837e+01
9.533221905048077360e+02 4.540000000000004121e+01
9.840745192307692832e+02 4.240000000000003411e+01
1.014826847956730830e+03 4.140000000000003411e+01
1.045579176682692378e+03 4.180000000000003979e+01
1.076331505408653811e+03 4.250000000000003553e+01
1.107083834134615472e+03 4.320000000000003837e+01
1.137836162860576906e+03 4.390000000000004121e+01
1.168588491586538566e+03 4.460000000000003695e+01
1.199340820312500000e+03 4.510000000000003695e+01
1.230093149038461661e+03 3.840000000000003411e+01
1.260845477764423094e+03 3.910000000000003695e+01
1.291597806490384755e+03 3.980000000000003268e+01
1.322350135216346189e+03 4.050000000000003553e+01
1.353102463942307850e+03 4.120000000000003837e+01
1.383854792668269283e+03 4.190000000000003411e+01
1.414607121394230944e+03 4.250000000000003553e+01
1.445359450120192378e+03 4.300000000000003553e+01
1.476111778846153811e+03 4.310000000000003695e+01
1.506864107572115472e+03 3.970000000000003126e+01
1.537616436298076906e+03 4.000000000000003553e+01
1.568368765024038566e+03 4.050000000000003553e+01
1.599121093750000000e+03 4.090000000000003411e+01
1.629873422475961661e+03 4.150000000000003553e+01
1.660625751201923094e+03 4.190000000000003411e+01
1.691378079927884755e+03 4.200000000000003553e+01
1.722130408653846189e+03 3.880000000000003268e+01
1.752882737379807850e+03 3.910000000000003695e+01
1.783635066105769283e+03 3.950000000000003553e+01
1.814387394831730944e+03 3.980000000000003268e+01
1.845139723557692378e+03 4.010000000000003695e+01
1.875892052283654039e+03 4.000000000000003553e+01
1.906644381009615472e+03 3.820000000000003126e+01
1.937396709735577133e+03 3.840000000000003411e+01
1.968149038461538566e+03 3.890000000000003411e+01
1.998901367187500000e+03 3.920000000000003126e+01
2.029653695913461661e+03 3.940000000000003411e+01
2.060406024639423322e+03 3.960000000000003695e+01
2.091158353365384755e+03 3.940000000000003411e+01
2.121910682091346189e+03 3.860000000000003695e+01
2.152663010817307622e+03 3.860000000000003695e+01
2.183415339543269511e+03 3.890000000000003411e+01
2.214167668269230944e+03 3.920000000000003126e+01
2.244919996995192378e+03 3.950000000000003553e+01
2.275672325721153811e+03 3.990000000000003411e+01
2.306424654447115699e+03 4.020000000000003126e+01
2.337176983173077133e+03 4.050000000000003553e+01
2.367929311899038566e+03 4.070000000000003837e+01
2.398681640625000000e+03 4.070000000000003837e+01
2.429433969350961888e+03 3.910000000000003695e+01
2.460186298076923322e+03 3.920000000000003126e+01
2.490938626802884755e+03 3.940000000000003411e+01
2.521690955528846189e+03 3.960000000000003695e+01
2.552443284254807622e+03 3.990000000000003411e+01
2.583195612980769511e+03 4.010000000000003695e+01
2.613947941706730944e+03 4.030000000000003268e+01
2.644700270432692378e+03 3.880000000000003268e+01
2.675452599158653811e+03 3.880000000000003268e+01
2.706204927884615699e+03 3.890000000000003411e+01
2.736957256610577133e+03 3.910000000000003695e+01
2.767709585336538566e+03 3.930000000000003268e+01
2.798461914062500000e+03 3.960000000000003695e+01
2.829214242788461888e+03 3.980000000000003268e+01
2.859966571514423322e+03 4.000000000000003553e+01
2.890718900240384755e+03 4.020000000000003126e+01
2.921471228966346189e+03 3.900000000000003553e+01
2.952223557692307622e+03 3.900000000000003553e+01
2.982975886418269511e+03 3.920000000000003126e+01
3.013728215144230944e+03 3.940000000000003411e+01
3.044480543870192378e+03 3.960000000000003695e+01
3.075232872596153811e+03 3.980000000000003268e+01
3.105985201322115699e+03 3.990000000000003411e+01
3.136737530048077133e+03 3.990000000000003411e+01
3.167489858774038566e+03 3.870000000000003126e+01
3.198242187500000000e+03 3.880000000000003268e+01
3.228994516225961888e+03 3.900000000000003553e+01
3.259746844951923322e+03 3.920000000000003126e+01
3.290499173677884755e+03 3.940000000000003411e+01
3.321251502403846189e+03 3.950000000000003553e+01
3.352003831129808077e+03 3.950000000000003553e+01
3.382756159855769511e+03 3.910000000000003695e+01
3.413508488581730944e+03 3.890000000000003411e+01
3.444260817307692378e+03 3.910000000000003695e+01
3.475013146033653811e+03 3.920000000000003126e+01
