3.505765474759615699e+03 3.940000000000003411e+01
3.536517803485577133e+03 3.970000000000003126e+01
3.567270132211538566e+03 3.990000000000003411e+01
3.598022460937500000e+03 4.010000000000003695e+01
3.628774789663461888e+03 4.030000000000003268e+01
3.659527118389423322e+03 4.020000000000003126e+01
3.690279447115384755e+03 4.000000000000003553e+01
3.721031775841346189e+03 3.960000000000003695e+01
3.751784104567308077e+03 3.970000000000003126e+01
3.782536433293269511e+03 3.990000000000003411e+01
3.813288762019230944e+03 4.010000000000003695e+01
3.844041090745192378e+03 4.040000000000003411e+01
3.874793419471154266e+03 4.040000000000003411e+01
